base_id,base_key,latitude,longitude,poi_Transportation Facilities,poi_Leisure & Entertainment,poi_Companies & Enterprises,poi_Healthcare,poi_Commercial & Residential,poi_Tourist Attractions,poi_Automotive,poi_Life Services,poi_Science & Education & Culture,poi_Shopping & Consumer Goods,poi_Sports & Fitness,poi_Hotels & Accommodations,poi_Financial Institutions,poi_Dining & Cuisine
1300,Base_3610000B33B1,31.23398972,121.4875946,61,15,80,10,48,18,4,44,29,94,3,17,32,75
1301,Base_3610000B33C1,31.23164558,121.50593567,27,6,14,4,22,0,1,37,13,30,9,19,7,22
1302,Base_3610000B33E1,31.22542953,121.44274139,96,21,160,35,50,41,26,250,38,797,28,12,53,348
1303,Base_3610000B33E3,31.2112484,121.44810486,43,16,33,48,61,12,0,28,39,77,9,28,3,48
1304,Base_3610000B33F1,31.22432518,121.43960571,92,28,98,35,55,39,14,205,38,575,20,35,45,243
1305,Base_3610000B33F2,31.22465515,121.43943787,88,26,76,37,55,39,16,231,37,582,24,35,42,244
1306,Base_3610000B33F3,31.24213791,121.51196289,40,2,28,6,35,1,3,61,20,47,8,20,8,54
1307,Base_3610000B3401,31.21573639,121.45878601,30,18,15,24,53,7,4,55,26,107,5,42,11,70
1308,Base_3610000B3402,31.22600937,121.43911743,82,29,76,46,59,34,17,281,43,647,25,37,41,318
1309,Base_3610000B3411,31.25210762,121.5031662,41,8,60,4,19,5,18,46,17,70,23,16,27,97
1310,Base_3610000B3421,31.25255394,121.50351715,43,12,73,4,24,5,20,55,17,89,24,16,30,109
1311,Base_3610000B3422,31.25266457,121.50450897,49,9,66,4,26,5,22,48,14,93,23,17,28,110
1312,Base_3610000B3423,31.25278664,121.50466156,49,9,67,4,27,5,22,49,16,96,23,17,29,110
1313,Base_3610000B3431,31.24863434,121.48560333,59,15,76,2,39,11,13,126,19,56,5,66,31,81
1314,Base_3610000B3471,31.24608994,121.48561096,40,10,34,3,28,27,9,38,9,42,4,27,28,76
1315,Base_3610000B3472,31.24410439,121.48549652,33,8,23,6,23,38,4,31,22,79,2,25,23,80
1316,Base_3610000B3473,31.24487305,121.48364258,33,13,50,15,42,28,7,53,24,146,5,34,15,135
1317,Base_3610000B3501,31.21644974,121.45209503,64,21,111,38,60,5,11,163,59,388,17,34,35,256
1318,Base_3610000B3511,31.22517014,121.44567108,65,18,125,8,35,18,18,113,37,296,10,20,38,184
1319,Base_3610000B3512,31.22526169,121.44586182,62,15,109,8,36,15,15,106,36,284,10,20,36,178
1320,Base_3610000B3513,31.22506142,121.44532776,63,21,128,9,37,20,21,120,36,318,11,18,38,206
1321,Base_3610000B35C1,31.22411537,121.46833801,101,17,115,42,59,20,29,144,45,352,20,28,41,212
1322,Base_3610000B35C2,31.22111511,121.48686981,13,5,20,12,42,12,0,55,18,146,4,18,1,61
1323,Base_3610000B36E1,31.24144936,121.48365784,56,17,71,23,57,38,6,81,46,496,9,53,49,185
1324,Base_3610000B36E3,31.25395584,121.49853516,45,3,38,0,30,4,3,23,9,15,3,18,10,19
1325,Base_3610000B3701,31.22721672,121.44245148,89,18,160,41,59,29,25,255,64,808,28,14,59,359
1326,Base_3610000B3702,31.22719574,121.44216919,88,22,153,41,58,31,24,256,60,803,25,15,55,363
1327,Base_3610000B3703,31.22875977,121.51216888,74,31,115,51,38,0,18,284,114,851,41,40,33,384
1328,Base_3610000B3711,31.23294449,121.46028137,73,21,133,58,43,7,20,160,51,293,21,37,31,117
1329,Base_3610000B3712,31.23521423,121.51883698,36,4,39,8,27,3,4,56,30,60,5,18,13,43
1330,Base_3610000B3761,31.24516487,121.50225067,54,6,44,4,17,3,10,13,7,26,9,7,59,44
1331,Base_3610000B3762,31.24569511,121.50288391,51,6,31,5,12,2,12,17,6,36,8,6,44,51
1332,Base_3610000B3763,31.22029305,121.47815704,49,8,44,12,57,4,2,73,21,136,17,24,24,75
1333,Base_3610000B3771,31.24523735,121.50308228,54,6,35,5,17,2,13,25,9,47,8,5,47,63
1334,Base_3610000B3772,31.24564362,121.50327301,52,6,40,5,15,2,11,28,8,45,7,5,48,61
1335,Base_3610000B3773,31.24562454,121.5035553,48,7,41,6,15,5,14,30,9,48,7,5,49,65
1336,Base_3610000B37F1,31.21385956,121.4474411,45,15,43,34,63,9,0,43,48,131,8,12,17,65
1337,Base_3610000B3821,31.23619843,121.48627472,58,13,86,9,53,26,5,32,33,45,3,52,29,83
1338,Base_3610000B3831,31.2478466,121.47258759,38,4,28,3,42,3,14,50,3,554,3,11,13,42
1339,Base_3610000B3841,31.24707031,121.47773743,62,5,54,5,44,6,12,110,21,1296,4,65,15,152
1340,Base_3610000B3842,31.2456646,121.47809601,60,4,60,5,47,6,8,111,20,1073,6,42,16,154
1341,Base_3610000B3843,31.2443428,121.47816467,55,4,81,11,47,7,7,83,23,552,7,58,25,99
1342,Base_3610000B3851,31.23268127,121.4515152,75,21,115,29,79,11,12,185,57,335,23,60,31,253
1343,Base_3610000B3861,31.2387104,121.460289,27,4,39,10,37,11,6,31,10,101,6,9,18,46
1344,Base_3610000B3862,31.27349663,121.45796967,34,18,24,13,38,5,1,61,14,94,7,19,14,110
1345,Base_3610000B3871,31.22362518,121.47299957,94,32,99,48,47,19,28,110,32,257,28,16,28,186
1346,Base_3610000B3881,31.22373772,121.47312927,88,31,98,48,52,18,25,109,32,243,27,15,33,171
1347,Base_3610000B3891,31.24440956,121.46697235,63,38,55,14,37,14,17,150,28,373,25,20,7,200
1348,Base_3610000B3892,31.24372101,121.46710968,69,36,51,12,39,14,12,145,25,351,24,14,8,177
1349,Base_3610000B3893,31.24435425,121.46733856,63,37,47,14,40,14,18,144,26,376,25,15,7,198
1350,Base_3610000B38A1,31.22909546,121.44326782,63,12,138,29,52,14,16,160,58,154,15,20,42,174
1351,Base_3610000B38B1,31.25241089,121.49376678,44,15,64,7,29,4,14,108,7,111,16,11,33,102
1352,Base_3610000B38B2,31.25103951,121.49144745,65,13,73,7,27,6,20,120,9,122,20,18,25,100
1353,Base_3610000B38B3,31.25145912,121.49194336,68,15,64,9,28,6,22,120,8,127,19,17,29,107
1354,Base_3610000B38D1,31.24263954,121.48438263,37,15,56,20,47,49,6,60,39,308,8,42,35,155
1355,Base_3610000B3911,31.25546074,121.50171661,47,8,40,5,34,14,23,37,12,93,11,12,20,72
1356,Base_3610000B3912,31.25491333,121.50045776,52,8,44,3,29,10,20,31,9,78,12,14,16,70
1357,Base_3610000B3913,31.25540352,121.50157166,48,8,41,5,32,13,23,38,12,93,10,12,22,74
1358,Base_3610000B3E81,31.24376678,121.50603485,70,4,82,16,26,5,27,52,17,73,6,14,89,74
1359,Base_3610000B3E82,31.23988914,121.50655365,92,0,121,43,28,1,13,77,19,38,2,15,98,32
1360,Base_3610000B3E83,31.24237823,121.50384521,85,1,127,17,25,9,16,48,16,67,7,1,139,62
1361,Base_3610000B3E91,31.21863365,121.47125244,53,19,44,23,59,9,14,123,29,277,18,44,16,134
1362,Base_3610000B3E92,31.21951675,121.4753952,38,5,34,2,47,6,2,67,10,103,4,15,11,35
1363,Base_3610000B3E93,31.21623993,121.47103119,50,21,68,19,59,4,8,115,44,153,13,27,23,130
1364,Base_3610000B3EA1,31.2256546,121.44504547,76,19,154,12,37,27,24,152,43,377,14,14,40,241
1365,Base_3610000B3EA2,31.22587776,121.44444275,80,21,160,26,42,35,28,207,41,733,22,14,43,346
1366,Base_3610000B3EA3,31.22592163,121.44468689,79,22,160,27,42,33,26,189,46,656,21,14,45,314
1367,Base_3610000B3EB1,31.24033356,121.50119019,66,2,56,13,12,11,4,26,7,144,5,0,86,36
1368,Base_3610000B3EB2,31.23980331,121.50351715,74,2,156,20,20,11,11,56,21,37,9,2,133,38
1369,Base_3610000B3EB3,31.27235985,121.52182007,14,0,3,6,7,0,2,12,5,8,1,1,0,10
1370,Base_3610000B3EC1,31.24269485,121.45804596,39,2,31,6,36,4,5,49,21,41,6,6,2,26
1371,Base_3610000B3EC2,31.23946571,121.46013641,30,9,46,9,42,9,3,35,17,89,8,10,16,43
1372,Base_3610000B3EC3,31.23788834,121.45571899,50,16,56,22,40,11,4,116,21,77,22,17,28,66
1373,Base_3610000B3ED1,31.23364258,121.46002197,67,20,127,55,40,10,20,160,53,205,20,35,35,99
1374,Base_3610000B3ED2,31.23069763,121.46060944,85,20,99,48,51,8,23,133,33,391,21,27,42,149
1375,Base_3610000B3EE1,31.28199387,121.54787445,21,1,6,8,13,0,1,51,8,38,1,1,1,3
1376,Base_3610000B3EE2,31.28124237,121.54732513,21,1,12,8,16,0,3,51,9,61,4,1,1,16
1377,Base_3610000B3EE3,31.28163147,121.5476532,20,1,11,8,13,0,3,52,7,57,3,0,1,11
1378,Base_3610000B3EF1,31.28249168,121.58498383,15,2,0,1,4,3,4,14,7,6,3,1,1,2
1379,Base_3610000B3EF2,31.28215027,121.58576202,19,3,0,1,5,2,11,22,12,22,6,1,1,7
1380,Base_3610000B3EF3,31.28268814,121.59837341,16,2,4,9,9,1,3,10,26,22,10,0,0,3
1381,Base_3610000B3F01,31.28311348,121.55774689,6,1,16,0,1,0,4,9,1,8,1,0,0,0
1382,Base_3610000B3F02,31.2824688,121.55929565,7,0,5,0,0,0,3,10,1,6,0,0,0,0
1383,Base_3610000B3F03,31.24383736,121.50326538,77,3,98,15,25,2,14,40,13,59,9,5,114,73
1384,Base_3610000B3F11,31.28234291,121.598526,17,2,4,9,11,1,3,18,26,37,11,0,0,5
1385,Base_3610000B3F12,31.28223991,121.59909821,20,2,6,9,15,1,9,12,20,23,12,0,0,3
1386,Base_3610000B3F13,31.28228188,121.59848785,18,2,4,9,11,1,3,18,26,38,10,0,0,4
1387,Base_3610000B3F21,31.2843399,121.57445526,16,0,10,8,13,0,23,55,7,93,2,5,3,57
1388,Base_3610000B3F22,31.28244019,121.58433533,16,1,0,1,6,3,7,13,6,5,3,1,1,2
1389,Base_3610000B3F23,31.2824955,121.58477783,15,2,0,1,5,3,4,14,5,5,3,1,1,2
1390,Base_3610000B3F31,31.26593971,121.63456726,11,0,30,0,4,1,2,6,2,7,0,0,0,2
1391,Base_3610000B3F32,31.26630402,121.63574982,10,0,7,0,3,1,1,4,1,5,0,0,0,1
1392,Base_3610000B3F33,31.26603508,121.6344223,10,0,32,0,4,1,3,6,2,7,0,0,0,2
1393,Base_3610000B3F41,31.22499466,121.44567871,63,21,126,8,36,16,20,112,35,304,10,22,38,192
1394,Base_3610000B3F42,31.22502327,121.44576263,63,20,126,8,36,14,17,110,39,299,10,22,38,191
1395,Base_3610000B3F43,31.22496605,121.445755,63,23,126,8,36,13,17,111,38,300,10,23,38,192
1396,Base_3610000B3F51,31.28176117,121.61022186,16,1,15,8,14,0,4,58,6,38,2,2,1,17
1397,Base_3610000B3F52,31.28188324,121.60960388,18,0,19,8,13,0,7,63,10,44,2,2,0,19
1398,Base_3610000B3F53,31.28173828,121.61034393,16,1,15,8,14,0,4,55,5,38,2,2,1,17
1399,Base_3610000B3F61,31.22165871,121.43790436,65,20,70,42,55,4,13,132,48,91,9,36,23,99
1400,Base_3610000B3F62,31.22079849,121.44035339,64,17,57,53,59,9,5,115,30,74,6,28,29,119
1401,Base_3610000B3F63,31.22107697,121.43874359,59,20,53,57,49,9,6,146,41,67,5,28,19,83
1402,Base_3610000B3F81,31.23487091,121.49948883,90,7,82,23,19,9,15,57,16,61,11,13,74,102
1403,Base_3610000B3F82,31.23500443,121.49946594,90,7,84,23,19,9,15,56,16,80,11,13,74,108
1404,Base_3610000B3F83,31.23521042,121.49900818,93,6,99,26,19,6,16,60,17,107,12,13,86,116
1405,Base_3610000B3F91,31.24457741,121.5016861,73,6,69,6,17,3,9,14,8,21,6,7,99,37
1406,Base_3610000B3F92,31.24442863,121.50198364,76,6,79,10,20,3,11,15,8,24,6,7,105,41
1407,Base_3610000B3F93,31.24439049,121.50175476,79,6,84,10,19,3,9,15,8,22,6,7,109,38
1408,Base_3610000B3FA1,31.27662468,121.53980255,31,7,76,16,43,0,11,68,39,59,10,11,5,155
1409,Base_3610000B3FA2,31.27668762,121.53957367,32,7,78,17,43,0,12,73,37,66,9,11,6,163
1410,Base_3610000B3FA3,31.27752113,121.54071045,27,4,70,15,35,0,13,58,39,87,14,8,5,148
1411,Base_3610000B3FB1,31.21725273,121.47187805,50,10,54,14,67,5,7,104,32,183,12,32,13,100
1412,Base_3610000B3FB2,31.21453476,121.46855927,51,11,42,18,44,9,9,72,49,91,7,28,14,96
1413,Base_3610000B3FB3,31.21669579,121.4654007,26,10,9,25,29,29,4,30,44,54,5,55,2,56
1414,Base_3610000B3FC1,31.23465729,121.4831543,60,7,130,26,54,19,6,64,25,101,7,146,24,94
1415,Base_3610000B3FC2,31.23447418,121.4829483,62,6,122,33,49,14,10,63,22,91,6,142,20,76
1416,Base_3610000B3FD1,31.24376678,121.49741364,53,4,39,4,8,58,7,25,12,22,6,3,50,43
1417,Base_3610000B3FD2,31.22165871,121.46164703,41,22,56,10,86,16,4,106,44,296,13,57,16,164
1418,Base_3610000B3FF1,31.26652336,121.51961517,44,5,46,7,29,2,4,77,30,104,6,13,10,68
1419,Base_3610000B3FF2,31.26658249,121.51992798,41,4,44,7,29,2,4,83,30,105,6,13,10,71
1420,Base_3610000B3FF3,31.26804352,121.52373505,31,4,22,16,33,1,1,93,12,108,2,16,11,59
1421,Base_3610000B4001,31.21668053,121.469841,51,20,55,18,59,10,8,98,44,154,12,44,16,111
1422,Base_3610000B4002,31.21702576,121.46994781,48,15,53,15,61,11,8,94,41,159,13,52,14,109
1423,Base_3610000B4003,31.17248154,121.49021912,35,2,7,10,16,3,8,46,11,105,7,12,3,100
1424,Base_3610000B4011,31.23705864,121.45812225,42,11,75,29,44,12,1,87,28,76,19,30,23,55
1425,Base_3610000B4031,31.20719528,121.44208527,39,13,23,4,59,12,5,33,33,80,10,24,6,70
1426,Base_3610000B4032,31.1833725,121.43217468,47,3,35,5,13,1,6,55,37,128,20,9,4,45
1427,Base_3610000B4041,31.28229713,121.62264252,7,0,2,0,0,0,3,3,0,3,1,0,1,1
1428,Base_3610000B4042,31.2779007,121.6268158,1,0,12,0,0,0,1,0,0,0,0,1,0,0
1429,Base_3610000B4043,31.26687622,121.6371994,7,0,2,0,1,0,1,4,1,5,0,0,0,0
1430,Base_3610000B4051,31.26040459,121.50835419,49,5,108,21,41,3,10,39,9,40,3,7,21,91
1431,Base_3610000B4052,31.25577354,121.50434875,54,9,52,8,39,23,23,61,13,117,14,12,25,85
1432,Base_3610000B4053,31.26366234,121.51467133,20,3,53,5,29,1,4,42,8,65,2,2,4,31
1433,Base_3610000B4071,31.24593353,121.47822571,63,5,64,5,48,5,15,128,20,1152,8,48,15,158
1434,Base_3610000B4072,31.24558067,121.47800446,57,5,56,5,43,5,9,95,20,1066,6,43,15,151
1435,Base_3610000B4073,31.24562645,121.47807312,58,4,57,5,46,5,9,106,20,1062,6,42,15,154
1436,Base_3610000B40C1,31.2381382,121.48655701,32,9,47,6,46,26,4,30,34,48,3,28,36,83
1437,Base_3610000B40C2,31.23131371,121.49678802,18,10,6,0,4,7,1,5,4,5,5,5,0,16
1438,Base_3610000B40C3,31.23227692,121.48491669,61,15,103,11,43,21,5,72,20,1050,5,24,20,139
1439,Base_3610000B40D1,31.22768593,121.4666214,60,9,55,17,37,8,11,75,24,232,9,20,15,110
1440,Base_3610000B40D2,31.23227119,121.50595093,29,7,21,6,24,0,1,56,13,43,8,25,12,57
1441,Base_3610000B40D3,31.24383545,121.45233917,100,16,172,19,42,2,11,105,32,85,21,13,50,102
1442,Base_3610000B40E1,31.23640442,121.48011017,88,24,161,50,59,20,17,160,44,505,30,141,44,194
1443,Base_3610000B40F1,31.22948456,121.50169373,13,9,7,0,6,4,0,8,5,3,8,2,6,10
1444,Base_3610000B40F2,31.22003555,121.46691895,50,22,37,35,59,20,7,92,41,194,9,43,14,95
1445,Base_3610000B40F3,31.22314453,121.46324921,51,32,39,9,73,23,3,76,36,228,9,54,12,136
1446,Base_3610000B4101,31.23630333,121.4994812,102,8,97,28,22,11,16,77,18,303,15,10,87,164
1447,Base_3610000B4102,31.23435211,121.50000763,80,8,67,22,17,10,13,53,16,31,7,12,55,79
1448,Base_3610000B4103,31.23627663,121.49731445,104,25,81,20,17,2,9,91,17,421,16,11,90,174
1449,Base_3610000B4112,31.2341671,121.42937469,50,11,78,22,44,0,34,80,21,95,8,9,13,54
1450,Base_3610000B4141,31.23191643,121.47367859,76,20,102,7,46,12,11,93,46,303,13,28,34,257
1451,Base_3610000B4142,31.24219704,121.49494171,43,5,16,1,8,61,9,49,21,26,8,4,18,50
1452,Base_3610000B4143,31.23905373,121.46035004,27,4,42,9,40,11,3,32,11,101,6,9,16,46
1453,Base_3610000B4151,31.23433304,121.44473267,54,29,73,44,75,5,3,130,28,152,12,20,14,127
1454,Base_3610000B4152,31.23805618,121.44713593,57,30,91,28,39,4,6,85,47,110,31,20,12,96
1455,Base_3610000B4153,31.23973465,121.44155884,67,28,68,34,56,4,3,104,42,127,13,16,11,106
1456,Base_3610000B4171,31.28242111,121.59807587,19,1,4,9,12,1,2,35,28,61,10,3,2,12
1457,Base_3610000B4172,31.23674583,121.49848938,113,11,139,28,27,6,19,88,20,387,21,7,127,227
1458,Base_3610000B4173,31.28259468,121.58475494,15,2,0,1,4,3,2,14,5,5,3,1,1,2
1459,Base_3610000B4181,31.22584534,121.49588013,64,7,78,8,29,3,6,112,21,176,7,22,33,92
1460,Base_3610000B41A1,31.22340393,121.47705078,58,10,48,27,54,5,3,50,22,114,11,11,15,61
1461,Base_3610000B41A2,31.23584557,121.50074005,93,6,107,32,24,11,15,90,24,227,17,13,113,152
1462,Base_3610000B41A3,31.23549843,121.50160217,77,5,101,26,23,11,15,84,22,111,19,12,104,150
1463,Base_3610000B41C1,31.23742676,121.50595856,62,3,103,39,23,3,7,97,19,55,7,12,101,100
1464,Base_3610000B41C2,31.23734093,121.50617218,60,3,99,37,24,3,7,95,18,59,6,15,106,104
1465,Base_3610000B41C3,31.23570633,121.44321442,41,26,49,32,67,2,5,101,28,140,11,23,7,98
1466,Base_3610000B4202,31.24318886,121.51511383,53,8,72,12,41,0,3,76,21,58,5,30,18,57
1467,Base_3610000B4211,31.23166275,121.50809479,45,10,57,20,27,0,9,142,65,185,26,26,18,113
1468,Base_3610000B4222,31.23680115,121.49453735,66,26,64,9,14,8,12,95,16,267,19,8,57,192
1469,Base_3610000B4231,31.22232819,121.4408493,93,29,117,30,55,32,16,140,34,133,12,41,40,152
1470,Base_3610000B4232,31.2279377,121.44293976,82,14,158,35,55,23,21,210,65,704,20,15,56,296
1471,Base_3610000B4271,31.3273735,121.53588867,9,4,6,7,17,1,5,25,6,87,7,4,2,37
1472,Base_3610000B4283,31.22202492,121.43675232,58,16,61,43,62,9,14,151,47,105,8,48,15,80
1473,Base_3610000B4341,31.25102425,121.48513794,58,8,72,5,54,8,12,140,21,75,2,59,25,96
1474,Base_3610000B43B1,31.23965645,121.46900177,68,38,105,14,78,13,8,161,36,781,10,37,19,201
1475,Base_3610000B43B2,31.24150085,121.47220612,43,11,221,2,64,3,2,67,19,259,3,15,15,73
1476,Base_3610000B43B3,31.24027443,121.47212982,63,21,260,17,79,4,5,126,39,479,7,39,19,237
1477,Base_3610000B4431,31.22316742,121.47377777,70,24,86,42,39,19,20,103,25,167,18,13,21,127
1478,Base_3610000B4432,31.22322845,121.47389221,67,22,81,41,39,17,20,96,24,154,18,13,17,118
1479,Base_3610000B4471,31.23572731,121.50140381,83,6,103,28,23,12,15,87,22,137,19,13,104,155
1480,Base_3610000B4472,31.23600388,121.50153351,80,6,101,28,23,12,15,86,22,143,19,13,104,153
1481,Base_3610000B4473,31.23550034,121.50234985,64,5,100,24,20,11,15,83,25,62,20,10,81,135
1482,Base_3610000B4F11,31.27116394,121.52905273,52,6,70,10,29,1,10,59,26,79,13,19,12,162
1483,Base_3610000B4F12,31.27119827,121.52934265,49,6,74,10,29,1,8,58,27,70,13,19,12,162
1484,Base_3610000B4F13,31.27166939,121.52931213,49,6,78,10,25,1,6,57,31,71,12,16,13,168
1485,Base_3610000C0011,31.18259239,121.27065277,0,0,11,0,1,0,10,7,1,3,0,1,0,0
1486,Base_3610000C0012,31.1750145,121.26993561,26,2,5,10,16,0,1,51,3,78,0,11,10,88
1487,Base_3610000C0013,31.17631149,121.2607193,3,0,4,6,20,0,6,30,6,24,4,6,0,10
1488,Base_3610000C0031,31.12850189,121.37857056,7,2,8,0,6,4,1,8,6,5,1,0,1,0
1489,Base_3610000C0032,31.12077522,121.37301636,9,1,9,5,24,0,1,53,6,39,2,4,1,44
1490,Base_3610000C0033,31.1230793,121.36579895,10,4,12,14,11,1,2,40,6,43,1,2,6,32
1491,Base_3610000C0051,31.09716988,121.2009201,15,1,3,0,0,2,1,9,3,3,1,2,1,11
1492,Base_3610000C0061,31.00237083,121.3267746,0,0,1,1,0,1,0,1,1,1,0,0,0,0
1493,Base_3610000C0062,30.95528412,121.36670685,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1494,Base_3610000C0063,30.95639992,121.34437561,1,0,3,0,0,0,0,0,0,0,0,0,0,0
1495,Base_3610000C0081,31.00900459,121.41799927,10,3,11,8,9,2,4,51,12,92,6,11,7,50
1496,Base_3610000C0082,31.00783157,121.4188385,13,5,11,11,10,3,2,54,9,98,4,12,7,49
1497,Base_3610000C0083,31.00666809,121.41840363,15,5,12,7,11,2,4,58,11,108,0,7,4,44
1498,Base_3610000C0091,31.04347038,121.21517181,10,1,2,2,2,0,0,6,5,8,4,3,3,4
1499,Base_3610000C0092,31.04008675,121.21357727,22,18,10,6,5,0,5,77,35,173,20,19,8,177
1500,Base_3610000C0093,31.04100037,121.2082901,43,44,27,19,11,1,11,88,20,110,16,31,22,203
1501,Base_3610000C00C1,31.13898849,121.34379578,11,1,113,1,19,0,38,17,9,23,5,2,6,5
1502,Base_3610000C00C2,31.13685608,121.3574295,35,12,116,5,23,1,19,50,27,147,21,3,8,41
1503,Base_3610000C00C3,31.13477707,121.34255219,7,0,27,0,6,0,20,7,2,8,1,1,0,6
1504,Base_3610000C00E1,31.11157417,121.36196899,25,6,32,8,12,0,10,33,15,51,8,17,1,64
1505,Base_3610000C00E2,31.10587883,121.36403656,21,1,20,10,19,1,8,30,3,62,4,7,5,55
1506,Base_3610000C00E3,31.10547829,121.35748291,7,7,11,1,2,0,10,4,9,19,3,1,0,14
1507,Base_3610000C00F1,31.22336006,121.06493378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,Base_3610000C00F2,31.20787239,121.09635925,6,1,6,0,1,0,0,3,4,2,2,0,0,0
1509,Base_3610000C00F3,31.19100952,121.06906891,0,1,0,0,0,0,0,2,0,0,0,0,0,0
1510,Base_3610000C0101,31.13878632,121.37309265,4,0,3,0,5,1,1,4,0,7,2,1,0,3
1511,Base_3610000C0102,31.13280487,121.37665558,9,1,4,2,14,5,2,11,4,9,3,5,0,7
1512,Base_3610000C0103,31.13355255,121.36594391,11,11,17,11,9,0,5,57,10,112,5,7,1,59
1513,Base_3610000C0111,31.03840446,121.26312256,5,0,19,0,2,0,1,3,3,4,0,0,0,1
1514,Base_3610000C0112,31.02662849,121.26789093,2,0,54,0,2,0,6,2,0,6,0,0,0,0
1515,Base_3610000C0113,31.03230095,121.25413513,9,1,34,1,9,0,25,7,1,27,1,2,0,8
1516,Base_3610000C0131,31.02667427,121.42857361,6,1,0,0,3,2,0,17,14,5,3,0,0,11
1517,Base_3610000C0132,31.01768494,121.43296051,5,2,19,0,1,0,1,2,5,3,0,5,0,33
1518,Base_3610000C0133,31.01827049,121.42637634,18,7,3,7,8,2,5,60,17,79,2,9,2,144
1519,Base_3610000C0141,31.19162178,121.1295929,2,1,12,2,0,1,3,8,2,7,0,0,0,1
1520,Base_3610000C0142,31.18886566,121.14128876,3,0,16,2,2,0,1,5,2,1,0,0,0,0
1521,Base_3610000C0143,31.18786049,121.12414551,3,0,47,0,2,0,33,16,3,15,0,1,2,0
1522,Base_3610000C0151,31.03239822,121.22612,18,0,12,11,3,1,2,16,23,39,4,6,6,17
1523,Base_3610000C0152,31.03228378,121.22631836,19,0,12,8,3,1,2,16,24,40,4,7,6,17
1524,Base_3610000C0153,31.04747963,121.22743988,2,0,0,0,3,0,0,1,3,1,0,0,0,0
1525,Base_3610000C0161,31.10007668,121.43708038,9,0,63,2,5,1,15,14,3,15,7,0,1,19
1526,Base_3610000C0162,31.09280014,121.44258881,4,0,50,0,3,1,9,2,0,3,2,0,0,0
1527,Base_3610000C0163,31.09304237,121.43149567,10,1,16,6,6,0,3,32,4,68,0,2,7,67
1528,Base_3610000C0171,31.10954857,121.37533569,37,15,56,17,22,1,7,140,50,282,19,23,23,227
1529,Base_3610000C0172,31.10309219,121.38208771,16,0,6,2,14,1,15,15,12,18,10,4,5,3
1530,Base_3610000C0173,31.10090828,121.37976074,19,0,11,0,6,0,8,10,7,8,4,3,0,1
1531,Base_3610000C0181,31.15661621,121.22418213,11,0,13,1,3,0,16,28,6,355,1,3,3,29
1532,Base_3610000C0183,31.14328957,121.41336823,14,2,2,3,15,0,0,19,8,22,5,7,0,22
1533,Base_3610000C0191,31.15674591,121.19287109,5,0,5,1,6,0,1,21,3,28,0,1,0,9
1534,Base_3610000C0192,31.1516037,121.19780731,1,1,5,1,5,1,6,18,1,36,0,0,0,9
1535,Base_3610000C0193,31.14932632,121.18926239,13,2,20,10,1,0,21,36,4,76,0,6,8,41
1536,Base_3610000C01B1,31.14759445,121.34365845,20,3,35,5,10,3,1,17,17,23,2,10,0,36
1537,Base_3610000C01B2,31.14189339,121.34460449,8,2,54,1,13,0,56,15,6,24,4,5,4,2
1538,Base_3610000C01B3,31.14236641,121.33740997,14,0,36,3,5,0,89,9,3,24,1,2,0,11
1539,Base_3610000C01C1,31.03547478,121.21379852,31,30,16,14,7,0,11,72,57,59,13,10,14,53
1540,Base_3610000C01C3,30.95551491,121.37836456,1,0,37,1,0,0,1,1,2,7,1,0,0,4
1541,Base_3610000C01F1,31.0402832,121.21362305,23,15,10,6,5,0,6,77,35,173,20,20,8,178
1542,Base_3610000C01F2,31.25985146,121.62491608,9,0,13,0,12,0,8,1,1,6,0,0,0,5
1543,Base_3610000C01F3,31.02403069,121.41201782,12,3,16,2,6,1,28,24,18,35,4,3,0,26
1544,Base_3610000C0201,31.13860703,121.36535645,9,0,4,2,10,0,4,9,11,35,2,1,0,3
1545,Base_3610000C0221,31.03500366,121.21530914,33,23,19,12,8,0,10,66,49,51,9,10,13,42
1546,Base_3610000C0231,31.1318512,121.3844986,11,1,1,0,16,1,0,13,9,20,1,0,2,7
1547,Base_3610000C0232,31.1269455,121.3910675,17,1,5,8,10,0,12,22,10,56,0,1,0,30
1548,Base_3610000C0233,31.12618446,121.3835907,18,5,9,7,16,1,3,62,13,82,7,4,5,63
1549,Base_3610000C0241,31.13224792,121.41665649,13,0,13,8,15,0,7,24,6,53,8,0,2,8
1550,Base_3610000C0242,31.12529373,121.42115021,14,8,46,9,11,0,7,27,7,53,10,7,2,68
1551,Base_3610000C0243,31.12346268,121.4178772,23,6,19,10,11,0,5,41,5,103,10,4,1,85
1552,Base_3610000C0251,31.14095497,121.42105103,19,3,6,3,9,0,8,16,48,16,7,3,6,17
1553,Base_3610000C0252,31.13739204,121.42502594,12,4,14,8,11,0,5,42,8,69,3,1,2,39
1554,Base_3610000C0253,31.13613129,121.41907501,41,3,3,8,8,0,5,54,27,52,10,3,4,42
1555,Base_3610000C0261,31.13990593,121.43249512,11,0,2,3,9,1,2,23,13,23,2,1,4,8
1556,Base_3610000C0262,31.13766479,121.43505859,30,4,2,5,14,0,2,47,17,62,1,3,14,56
